label,text_en,text_es,source
ham,I'm serious. You are in the money base,"Lo digo en serio, estás en la base de dinero.",kaggle
ham,Already one guy loving you:-.,Ya hay un tipo que te quiere:-.,kaggle
ham,Staff of placement training in Amrita college.,Personal de capacitación en colocación en la universidad de Amrita.,kaggle
ham,I always chat with you. In fact i need money can you raise me?,"Siempre hablo contigo, de hecho necesito dinero, ¿puedes levantarme?",kaggle
ham,I'm job profile seems like bpo..,Soy perfil de trabajo parece bpo ..,kaggle
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?","Bueno, yo estaba a punto de rendirme porque todos dijeron que no hicieron una noche. Perseveré y encontré uno, pero es muy barato, así que me disculpo por adelantado.",kaggle
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.","¿Así que crees que debería hablar con él? ¿No llamar a su jefe en la mañana? Fui a este lugar el año pasado y me dijo dónde podía ir y conseguir mi coche arreglado más barato. Él me seguía diciendo hoy cuánto esperaba que regresaría, cómo siempre se arrepintió de no conseguir mi número, etc.",kaggle
ham,Are you willing to go for apps class. Check out pubmatic.com,¿Estás dispuesto a ir a clase de aplicaciones. Mira pubmatic.com,kaggle
ham,Hanging out with my brother and his family,Pasando el rato con mi hermano y su familia,kaggle
ham,No it will reach by 9 only. She telling she will be there. I dont know,"No, sólo llegará a las 9. Ella dice que estará allí.",kaggle
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,Xuhui y yo trabajamos hasta fin de mes.,kaggle
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx","Lo siento por el último nite que no fue tu culpa que fui yo, cónyuge que era pmt o sunthin! U 4 give me? Creo u shldxxxx",kaggle
ham,Try neva mate!!,¡¡Prueba neva mate!!,kaggle
ham,Yeah that'd pretty much be the best case scenario,"Sí, ese sería el mejor escenario.",kaggle
ham,I not free today i haf 2 pick my parents up tonite...,No estoy libre hoy tengo que recoger a mis padres hasta Tonite ...,kaggle
ham,"\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON,"""" CALL 2MWEN IM BK FRMCLOUD 9! J X\""""""""""""""""""""","\hey babe! \hey babe! \hey babe! \hey 2 spoun-out 2 spoken a da mo... \hey wrLD 2 DA. He estado durmiendo en da sofa todo el día, ha tenido una Nueva York cool, TX 4 FONIN HON,"""""" Llamar a 2MWEN IM BK FRMCLOUD 9! JX\""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",kaggle
ham,Should i send you naughty pix? :),¿Debería enviarte píx travieso? :),kaggle
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE Congratulations! You've won a prize at https://wbmh55.top/h5/","Usted es un ganador 1000 o Premio Garantizado de la Llamada, este es nuestro último intento de contactar con usted! Para reclamar Llamada 09071517866 Ahora! 150ppmPOBox10183BhamB64XE ¡Felicidades! Has ganado un premio en https://wbmh55.top/h5/",kaggle
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast! Go to https://yixuecheng.cn/m/index.html","Las entradas para Navidad y Nochevieja están ahora a la venta desde el club, durante el día de 10am a 8pm, y en la noche de Thurs, Fri & Sat esta semana. ¡Se venden rápido! Ve a https://yixuecheng.cn/m/index.html",kaggle
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?","Tyler (conseguir un octavo) tiene que irse no mucho después de las 9, ¿puedes llegar aquí en una hora?",kaggle
ham,Prepare to be pounded every night...,Prepárense para ser golpeados cada noche...,kaggle
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt"";#&gt;""  sent msg i wil explain u later.","En realidad, mi móvil está lleno de msg. Y estoy haciendo un trabajo en línea, donde necesito enviarlos <"";#>"" enviado msg i wil explicar u más tarde.",kaggle
ham,"Sorry, I'll call later Check out google.de","Lo siento, llamaré más tarde. Mira google.de",kaggle
ham,Good evening! How are you?,Buenas noches. ¿Cómo estás?,kaggle
ham,I'm at home. Please call,Estoy en casa.,kaggle
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,Oic porque mi hermana no almorzó hoy mi padre salió... así que no sé si dos comen en sch o wat...,kaggle
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*","Mmmmm ... Fue muy bueno despertar a tus palabras esta mañana, mi amor!! Mmmm mierda ... Yo también te amo, mi León ... * beso devorador desde el otro lado del mar *",kaggle
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,Nos complace informar que su solicitud de Airtel Broadband se procesa con éxito. Su instalación se realizará en un plazo de 3 días.,kaggle
ham,What happen dear. Why you silent. I am tensed Go to scribd.com,¿Qué pasa querida? ¿Por qué estás callada? Estoy tensa. Ve a scribd.com,kaggle
ham,"I'll get there at 3, unless you guys want me to come some time sooner","Llegaré a las 3, a menos que quieran que vaya antes.",kaggle
ham,If you are not coughing then its nothing,"Si no estás tosiendo, entonces no es nada.",kaggle
ham,ÌÏ come lt 25 n pass to me lar,"# Ven, ven # # 25 n pásame # # Lar #",kaggle
ham,I'm e person who's doing e sms survey... Read more at dnsowl.com,Soy la persona que está haciendo la encuesta e sms... Lee más en dnsowl.com,kaggle
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,Lol ok mal intento de enviar. Se advierte Sprint es muy lento.,kaggle
ham,Thank You meet you monday,Gracias. Nos vemos el lunes.,kaggle
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,Así que es la Madre de la Gower que está donde estoy!?! ¿Cómo es el hombre? Todo es bueno en el agua Ill B volver  MORROW. C U este WK? ¿Quién era el MSG 4?,kaggle
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel Congratulations! You've won a prize at http://gginmnr_loggim.godaddysites.com/","Rock yr chik. Obtener 100's de películas sucias & XXX fotos en el teléfono de yr ahora. rply FILTH a 69669. Saristar Ltd, E14 9YT 087017525660. 450p por 5 días. ¡Felicidades! Has ganado un premio en http://gginmnr_loggim.godaddysites.com/",kaggle
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""""Best Life\"""" but"","" don't miss ur best life for anything... Gud nyt...""""","Una sola línea con un gran significado::::: \Miss anything 4 ur \""""Best Life\"" pero "","" no te pierdas tu mejor vida para nada... Gud nyt...""""",kaggle
ham,"I got like $ &lt"";#&gt;"" , I can get some more later though. Get whatever you feel like","Tengo como $ <"";#>"" , puedo conseguir un poco más tarde sin embargo. Consigue lo que quieras",kaggle
ham,"Dad wanted to talk about the apartment so I got a late start, omw now","Papá quería hablar sobre el apartamento así que empecé tarde, omw ahora",kaggle
ham,I love you both too :-),Yo también los quiero a los dos :-),kaggle
ham,Lol u still feeling sick? Find out more at apache.org,¿Lol u todavía se siente enfermo? Descubre más en apache.org,kaggle
ham,Din i tell u jus now 420,Din te digo jus ahora 420,kaggle
ham,am up to my eyes in philosophy,Estoy hasta los ojos en la filosofía,kaggle
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more Visit http://www.conbasezprolugon.godaddysites.com/,"A partir del próximo mes obtener hasta 50% Más llamadas 4 Ur carga de red estándar 2 activar Llamada 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost 1,50 min MobcudB más Visita http://www.conbasezprolugon.godaddysites.com/",kaggle
ham,Ok lor. I'm in town now lei.,"Bien, ahora estoy en la ciudad, Lei.",kaggle
ham,I had it already..sabarish asked me to go..,Ya lo tenía. Sabarish me pidió que fuera..,kaggle
ham,No da. . Vijay going to talk in jaya tv,Vijay va a hablar en Jaya TV,kaggle
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm Visit http://us-mettaa-mask_loggin.godaddysites.com/,URGENTE! Estamos tratando de contactar con U Todays muestra que usted ha ganado un premio 800 GARANTIZADO. Llame a 09050000460 desde la línea de tierra. Reclamo J89. po box245c2150pm Visita http://us-mettaa-mask_loggin.godaddysites.com/,kaggle
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it! Read more at yahoodns.net,"Oye, alguien hizo una gran imitación de pulga en los foros. ¡Me encanta! Lee más en yahoodns.net",kaggle
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX Click the link: https://uk.paying-fn.vip/index.html/,Texto BANNEDUK a 89555 para ver! coste 150p textooperador g696ga 18+ XXX Haz clic en el enlace: https://uk.paying-fn.vip/index.html/,kaggle
ham,Still chance there. If you search hard you will get it..let have a try :),Todavía el azar allí. Si usted busca duro usted lo conseguirá..vamos a tener un intento :),kaggle
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck. Limited time offer: http://i-7959.myveroangel.com/a53a2zx8qwsa/","Subasta ronda 4. La puja más alta es ahora 54. Siguiente puja máxima es 71. Para pujar, enviar BIDS e.g. 10 (para pujar 10) a 83383. Buena suerte. Oferta por tiempo limitado: http://i-7959.myveroangel.com/a53a2zx8qwsa/",kaggle
ham,Do you always celebrate NY's with your family ?,¿Siempre celebras NY's con tu familia?,kaggle
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt"";#&gt;"" th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-","Sabemos que TAJ MAHAL como símbolo de amor. Pero los otros hechos menos conocidos 1. Mumtaz era la cuarta esposa de Shahjahan, de sus 7 esposas. 2. Shahjahan mató al marido de Mumtaz para casarse con ella. 3. Mumtaz murió en su <"";#>"" la entrega. 4. Luego se casó con la hermana de Mumtaz.",kaggle
ham,Its ok..come to my home it vl nice to meet and v can chat..,Está bien .. ven a mi casa es vl agradable de conocer y v puede chatear ..,kaggle
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com Visit https://wwvv-26osmapsmx.us/iniciarNewesp.php,Coleccione el fin de semana de su VALENTINE a PARÍS inc Flight & Hotel + 200 Premio garantizado! Texto: PARÍS a No: 69101. www.rtf.sphosting.com Visita https://wwvv-26osmapsmx.us/iniciarNewesp.php,kaggle
ham,Sent me de webadres for geting salary slip,Me envió de webadres por recibir un recibo de sueldo.,kaggle
ham,She's fine. Sends her greetings,"Está bien, envía sus saludos.",kaggle
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg Limited time offer: http://data6721.myveroangel.com/n6easaj/,Oferta de lealtad del cliente:El nuevo Nokia6650 móvil de SOLO 10 en TXTAUCTION! Txt palabra: START to No: 81151 y obtener el tuyo Ahora! 4T&Ctxt TC 150p/MTmsg Oferta por tiempo limitado: http://data6721.myveroangel.com/n6easaj/,kaggle
ham,But you dint in touch with me. Visit 163.com,Pero te pones en contacto conmigo. Visita 163.com,kaggle
ham,"Yup, leaving right now, be back soon","Sí, ya me voy, vuelve pronto.",kaggle
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt Verify your account at https://wanngaccountancy.com/,"Usted no lo va a creer, pero es cierto. Es increíble Txts! Responder G ahora para aprender cosas verdaderamente sorprendentes que volarán su mente. De O2FWD sólo 18p/txt Verifica tu cuenta en https://wanngaccountancy.com/",kaggle
ham,Yeah sure I'll leave in a min,"Sí, seguro que me iré en un minuto.",kaggle
ham,And do you have any one that can teach me how to ship cars. Check out akamai.net,¿Y tienes alguno que pueda enseñarme a enviar autos? Mira akamai.net,kaggle
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL","El signo de madurez no es cuando empezamos a decir grandes cosas... pero en realidad lo es, cuando empezamos a entender pequeñas cosas...",kaggle
ham,Yeah confirmed for you staying at  that weekend,"Sí, confirmado para que te quedes ese fin de semana.",kaggle
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account.. Read more at byteoversea.net,Dijeron que Í_ dun haf pasaporte o smth como dat.. O Í_ juz enviar a mi cuenta de correo electrónico.. Lee más en byteoversea.net,kaggle
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.","Multiplicar los números de forma independiente y contar puntos decimales entonces, para la división, empujar los puntos decimales como te mostré.",kaggle
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning","Que tengas una noche encantadora y cuando te despiertes para ver este mensaje, espero que sonrías sabiendo que todo es como debería ser.",kaggle
ham,Ard 4 lor... Learn more at dnsowl.com,Ard 4 lor... Aprende más en dnsowl.com,kaggle
ham,You are right. Meanwhile how's project twins comin up,"Mientras tanto, ¿cómo van a llegar los gemelos del proyecto?",kaggle
ham,I sent your maga that money yesterday oh.,Ayer mandé a tu maga ese dinero.,kaggle
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Hola 07734396839 IBH Oferta de lealtad al cliente: El nuevo móvil NOKIA6600 de ONLY 10 en TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,kaggle
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,El corazón está vacío sin amor.. La mente está vacía sin sabiduría.. Ojos r vacíos sin sueños & La vida está vacía sin fnds.. Así que Alwys estar en contacto. Buenas noches & dulces sueños,kaggle
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end Check out http://eglwk6nwr8tvtk1j.myveroangel.com/vstmv9gic1g/,Estoy caliente n caliente y dispuesto a vivir local para usted - texto una respuesta para escuchar strt back de mí 150p por msg Netcollex LtdHelpDesk: 02085076972 respuesta Parar para terminar Mira http://eglwk6nwr8tvtk1j.myveroangel.com/vstmv9gic1g/,kaggle
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,Nuestro paseo igualmente sin incidentes - no demasiados de esos ciclistas molestos alrededor a esa hora de la noche ;).,kaggle
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,Si fueras libre te lo puedo dar. De lo contrario nalla adi entey nattil kittum,kaggle
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,"Le envié a mi esposa tu mensaje de texto, después de comprarlos te dirá qué hacer, así que relájate, deberíamos ir a buscarlos.",kaggle
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,Estoy en el teatro de escape ahora. . Voy a ver KAVALAN en unos minutos,kaggle
ham,How much would it cost to hire a hitman,¿Cuánto costaría contratar a un asesino a sueldo?,kaggle
ham,I anything lor...,Lo que sea...,kaggle
ham,"Sorry, I'll call later","Lo siento, llamaré más tarde.",kaggle
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705 Important notice: http://xy3oy17lxkrcicr.myveroangel.com/xrd3s3t2tayufd/,¿Quieres un nuevo Nokia 3510i teléfono de color entregado mañana? Con 200 minutos GRATIS a cualquier móvil + 100 texto GRATIS + videocámara GRATIS Respuesta o Llamada 08000930705 Aviso importante: http://xy3oy17lxkrcicr.myveroangel.com/xrd3s3t2tayufd/,kaggle
ham,Huh but i cant go 2 ur house empty handed right?,¿Pero no puedo ir a tu casa con las manos vacías?,kaggle
ham,Good morning princess! Happy New Year!,¡Feliz Año Nuevo!,kaggle
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,"Enhorabuena, usted ha ganado. Usted es un ganador en nuestro sorteo de premios Agosto 1000. Llame 09066660100 AHORA. Código de premios 2309.",kaggle
ham,"Aight, we'll head out in a few","De acuerdo, saldremos en unos minutos.",kaggle
ham,Then wat r u doing now? Busy wif work?,¿Y ahora estás ocupado con el trabajo?,kaggle
ham,I know you mood off today,Sé que estás de mal humor hoy.,kaggle
ham,"Jay told me already, will do","Jay ya me lo dijo, lo haré.",kaggle
ham,Cps is causing the outages to conserve energy.,Los Cps están causando que los cortes conserven energía.,kaggle
ham,"I'm not sure, I was just checking out what was happening around the area","No estoy seguro, sólo estaba mirando lo que estaba pasando alrededor de la zona.",kaggle
ham,Hey morning what you come to ask:-) pa...,Hey mañana lo que viene a preguntar:-) pa...,kaggle
ham,Jordan got voted out last nite!,¡Jordan fue expulsado el último nite!,kaggle
ham,"That means you got an A in epi, she.s fine. She.s here now.","Eso significa que tienes una A en epinefrina, ella está bien.",kaggle
ham,I have no idea where you are,No tengo ni idea de dónde estás.,kaggle
ham,Pls come quick cant bare this.,Los pls vienen rápido no pueden desnudar esto.,kaggle
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer. Check out example.com,El padre de Joy es Juan. Entonces Juan es el ____ del padre de Joy. Si us ans ths usted have <#> CI. Tis s IAS pregunta tratar de responder. Mira example.com,kaggle
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep","Llámame, soy incapaz de cal. Vamos a conocer a Bhaskar, y profundo.",kaggle
ham,No. I.ll meet you in the library,Te veré en la biblioteca.,kaggle
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure","K, mi compañero de cuarto también quiere un dubsack y otro amigo también puede querer un poco de plan para traer extra, te lo diré cuando sepan con seguridad",kaggle
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,"Depende de lo individual e vestidor de pelo decir bonito, pero mis padres dicen mirar gong. U kaypoh.. También no sé va a recoger.",kaggle
ham,Ok c Ì_ then.,"De acuerdo, entonces.",kaggle
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,"Disfruto viendo y jugando al fútbol y al baloncesto, cualquier cosa al aire libre. ¿Y tú?",kaggle
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt"";#&gt;""  or any bb","¿Puede preguntar por favor macho cuál es su rango de precios, quiere algo nuevo o usado más que sólo interfuted en el negrita de mora <"";#>"" o cualquier bb",kaggle
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now. Visit b-cdn.net,"Lo siento enviado en blanco msg de nuevo. Sí, pero tratando de 2 hacer algunos estudios serios ahora. Visita b-cdn.net",kaggle
ham,Hey check it da. I have listed da.,"Oye, compruébalo, ya lo enumeré.",kaggle
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity Congratulations! You've won a prize at http://imkey-app.com/index.html,8007 25p 4 Alfie Moon's Children in Need cantion on ur mob. Dile a tu m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 beneficio 2 caridad ¡Felicidades! Has ganado un premio en http://imkey-app.com/index.html,kaggle
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night Find out more at pixabay.com,Quise decir como una disculpa de mi parte por enviarte mensajes de texto para conseguirme drogas en <#> por la noche Descubre más en pixabay.com,kaggle
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem. Find out more at ttvnw.net,Eso significa que de febrero a abril voy a conseguir un lugar para quedarme ahí abajo así no tengo que moverme de un lado a otro durante la temporada de audición como he hecho desde que mi hermana se mudó de Harlem. Descubre más en ttvnw.net,kaggle
ham,Goin to workout lor... Muz lose e fats...,Ir a entrenar lor ... Muz perder e grasas ...,kaggle
ham,"Damn, poor zac doesn't stand a chance","Maldita sea, el pobre Zac no tiene ninguna oportunidad.",kaggle
ham,No message..no responce..what happend? Learn more at vedcdnlb.com,Sin mensaje... sin responsabilidad... ¿qué pasó? Aprende más en vedcdnlb.com,kaggle
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),Quiero decirte una cosa que no deberías confundirme K ESTO ES EL MENSAJE QUE ENVIAS:),kaggle
ham,Yeah right! I'll bring my tape measure fri!,¡Traeré mi cinta fri!,kaggle
ham,Still chance there. If you search hard you will get it..let have a try :),Todavía el azar allí. Si usted busca duro usted lo conseguirá..vamos a tener un intento :),kaggle
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,Conocer a u es mi trabajo. . . Llámame cuando debo hacer mi trabajo mañana,kaggle
ham,Should I head straight there or what,¿Debería ir directo allí o qué?,kaggle
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50 Check out http://www.conbasezprolugon.godaddysites.com/,¡Consigue la bandera oficial de rington de INGLAND poli o color en tu móvil para el juego de esta noche! Texto TONE o FLAG a 84199. Optout txt ENG STOP Box39822 W111WX 1.50 Mira http://www.conbasezprolugon.godaddysites.com/,kaggle
ham,Thank you princess! You are so sexy...,"Gracias princesa, eres tan sexy...",kaggle
ham,Oooh I got plenty of those!,¡Oooh tengo un montón de esos!,kaggle
ham,Hui xin is in da lib.,Hui xin está en da lib.,kaggle
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,Es una gran diferencia. <#> versus <#> cada <#> hrs,kaggle
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.","No es que me hagas llorar, es sólo que cuando todas nuestras cosas pasan encima de todo lo demás, me empuja al borde, no me entiendes y con qué frecuencia lloro por mi vida, lo siento.",kaggle
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""""""","\ME 2 babe me siento el mismo deja sólo 4Get sobre él + tratar + vitorear + no fit soo muchxxlove U LOCAXX\""""""""""",kaggle
ham,You know what hook up means right?,¿Sabes lo que significa engancharse?,kaggle
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622 Verify your account at http://web-hub.myveroangel.com/uiqz4rsc4ghkmla/","Anuncio de servicio al cliente. Recientemente tratamos de hacer una entrega a usted, pero no fueron capaces de hacerlo, por favor llame al 07090298926 para reprogramar. Ref:9307622 Verifica tu cuenta en http://web-hub.myveroangel.com/uiqz4rsc4ghkmla/",kaggle
ham,Wat's da model num of ur phone? Read more at gtld-servers.net,¿El modelo de Wat num de tu teléfono? Lee más en gtld-servers.net,kaggle
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,Ahora le gusta mucho patinar a pesar de que lo echan y termina con vendas y mierda en sus brazos cada cinco minutos.,kaggle
spam,"You can stop further club tones by replying \STOP MIX\"""" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"","" PO Box 1146 MK45 2WT (2/3)"""" Click the link: http://e-7411.myveroangel.com/eja4mks484/","Usted puede detener más tonos del club contestando \STOP MIX\"""" Ver my-tone.com/enjoy. html para términos. Los tonos del club cuestan GBP4,50/semana. MFL"""", PO Box 1146 MK45 2WT (2/3)"" Haz clic en el enlace: http://e-7411.myveroangel.com/eja4mks484/",kaggle
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,Mi casa aquí es el cielo bastante oscuro liao... si llueve entonces tengo excusa no 2 correr ya rito...,kaggle
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.","Está bien, puede ser agitado, pero serían todos mis pájaros con un solo golpe, es una cita.",kaggle
ham,* Thought I didn't see you.,Pensé que no te había visto.,kaggle
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg. Access your account here: http://click1337.myveroangel.com/9monvdjftx66o/,wamma conseguir sexo?want real doggin ubicaciones enviadas directamente a su móvil? unirse a la red de atraque más grande del Reino Unido. txt perros a 69696 ahora!nyt. ec2a. 3lp 1.50/msg. Accede a tu cuenta aquí: http://click1337.myveroangel.com/9monvdjftx66o/,kaggle
ham,Carlos says we can pick up from him later so yeah we're set Read more at samsungqbe.com,"Carlos dice que podemos recogerlo más tarde así que sí, estamos listos. Lee más en samsungqbe.com",kaggle
ham,"Hey babe, my friend had to cancel, still up for a visit ? Go to nease.net","Hey nena, mi amigo tuvo que cancelar, todavía está para una visita? Ve a nease.net",kaggle
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Según su petición 'Maangalyam (Alaipayuthe)' se ha establecido como su callertune para todos los que llaman. Pulse *9 para copiar a sus amigos Callertune,kaggle
ham,Hmm ill have to think about it... ok you're forgiven! =D,Hmm mal tiene que pensar en ello ... ok estás perdonado!,kaggle
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?","Esperamos alejarnos a las 7, de Langport. ¿Sigues para la ciudad esta noche?",kaggle
ham,Want to send me a virtual hug?... I need one Visit vkuserphoto.ru,¿Quieres enviarme un abrazo virtual?... Necesito uno Visita vkuserphoto.ru,kaggle
ham,"Probably not, still going over some stuff here","Probablemente no, todavía repasando algunas cosas aquí.",kaggle
ham,It has issues right now. Ill fix for her by tomorrow.,"Tiene problemas ahora mismo, la arreglaré para mañana.",kaggle
ham,Why i come in between you people Check out fastly-edge.com,¿Por qué entro entre ustedes? Mira fastly-edge.com,kaggle
ham,Senthil group company Apnt 5pm.,Compañía del grupo Senthil Apnt 5pm.,kaggle
ham,Oh really?? Did you make it on air? What's your talent?,¿Lo hiciste al aire? ¿Cuál es tu talento?,kaggle
ham,Studying. But i.ll be free next weekend.,"Estudiando, pero estaré libre el próximo fin de semana.",kaggle
ham,R u here yet? I'm wearing blue shirt n black pants.,Estoy usando camisa azul y pantalones negros.,kaggle
