label,text,lang,source
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",en,kaggle
ham,How abt making some of the pics bigger?,en,kaggle
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,en,kaggle
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,en,kaggle
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",en,kaggle
ham,Anytime...,en,kaggle
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"""" Goodnight!""""",en,kaggle
spam,MásMóvil: Factura digital disponible. Hay una incidencia en su cuenta: https://masmovil-cuenta.xyz,es,synthetic_claude
ham,Bring home some Wendy =D,en,kaggle
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,en,kaggle
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,en,kaggle
ham,My friends use to call the same.,en,kaggle
ham,Mmm so yummy babe ... Nice jolt to the suzy,en,kaggle
ham,"BBVA: Aviso: domiciliación Endesa de 67,45€ procesada el 14/03.",es,synthetic_claude
ham,"\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;""abel,""""u hav2hear it!c u sn xxxx\"""""""""""""""""""",,""",en,kaggle
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,en,kaggle
ham,"K, want us to come by now?",en,kaggle
ham,Er mw im filled tuth is aight,en,kaggle
ham,"That's what I love to hear :V see you sundayish, then",en,kaggle
ham,Send me your id and password,en,kaggle
ham,Ffffffffff. Alright no way I can meet up with you sooner?,en,kaggle
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,en,kaggle
ham,"Aight, can you text me the address?",en,kaggle
ham,Long after I quit. I get on only like 5 minutes a day as it is.,en,kaggle
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,en,kaggle
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",en,kaggle
ham,Just now saw your message.it k da:),en,kaggle
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",en,kaggle
ham,"Ok, be careful ! Don't text and drive !",en,kaggle
ham,Good. Good job. I like entrepreneurs,en,kaggle
ham,No..its ful of song lyrics..,en,kaggle
ham,So Ì_'ll be submitting da project tmr rite?,en,kaggle
ham,LMAO where's your fish memory when I need it?,en,kaggle
ham,Tell rob to mack his gf in the theater,en,kaggle
ham,Mm so you asked me not to call radio,en,kaggle
ham,Ok. So april. Cant wait,en,kaggle
ham,When should I come over?,en,kaggle
ham,Is xy going 4 e lunch?,en,kaggle
ham,But i'm surprised she still can guess right lor...,en,kaggle
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",en,kaggle
ham,How dare you change my ring,en,kaggle
ham,LOL ... No just was busy,en,kaggle
ham,I knew it... U slept v late yest? Wake up so late...,en,kaggle
ham,Hmm ill have to think about it... ok you're forgiven! =D,en,kaggle
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,en,kaggle
ham,I have no idea where you are,en,kaggle
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,en,kaggle
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,en,kaggle
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,en,kaggle
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,en,kaggle
ham,Yes there were many sweets,en,kaggle
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",en,kaggle
ham,Hey mr whats the name of that bill brison book the one about language and words,en,kaggle
ham,Recordatorio: el seguro médico de empresa permite hasta 3 revisiones anuales. Aprovéchalo.,es,synthetic_claude
ham,"\Thinking of u "";"") x\""""""""",en,kaggle
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,en,kaggle
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,en,kaggle
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte?,en,kaggle
ham,El parking de la empresa estará cerrado mañana por obras. Buscad alternativas.,es,synthetic_claude
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",en,kaggle
ham,Airbnb: Confirmación de reserva en Apartamento Centro Madrid del 25-28/03. Check-in 15:00.,es,synthetic_claude
ham,K. Did you call me just now ah?,en,kaggle
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!,en,kaggle
ham,Yeah I don't see why not,en,kaggle
ham,Recordatorio: encuesta anual de clima laboral disponible hasta el viernes. Es anónima.,es,synthetic_claude
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt"";#&gt;""  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",en,kaggle
ham,How long does it take to get it.,en,kaggle
ham,Hey we can go jazz power yoga hip hop kb and yogasana,en,kaggle
ham,You said to me before i went back to bed that you can't sleep for anything.,en,kaggle
spam,SEUR: Su envío ha llegado a la delegación de su zona. Recójalo mañana antes de las 19:00.,es,synthetic_claude
ham,Captain is in our room:),en,kaggle
ham,I'll probably be around mu a lot,en,kaggle
ham,No pic. Please re-send.,en,kaggle
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",en,kaggle
spam,MRW: Su paquete está listo para entrega pero necesitamos confirmar número de portal.,es,synthetic_claude
ham,Centro Médico Norte: Le recordamos su analítica el viernes 21/03 a las 8:30. Acuda en ayunas.,es,synthetic_claude
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,en,kaggle
ham,Cheers for the card ... Is it that time of year already?,en,kaggle
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en,kaggle
ham,Hi my email address has changed now it is,en,kaggle
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,en,kaggle
spam,Correos (Notificación oficial): Aviso judicial pendiente de recogida. Acceda: https://correos-judicial.top,es,synthetic_claude
ham,Shall i send that exe to your mail id.,en,kaggle
ham,I know that my friend already told that.,en,kaggle
spam,Marketing digital desde casa: publica contenido y cobra por cada visualización. Fácil y rentable.,es,synthetic_claude
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",en,kaggle
ham,I need you to be in my strong arms...,en,kaggle
ham,"What part of \don't initiate\"""" don't you understand""""",en,kaggle
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,en,kaggle
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",en,kaggle
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,en,kaggle
ham,MediaMarkt: Su televisor ha salido del servicio técnico. Puede recogerlo con el ticket de entrega.,es,synthetic_claude
ham,"ING: Movimiento en su cuenta: Recibo Vodafone 39,90€ el 14/03. Consulte su banca online.",es,synthetic_claude
ham,"Not sure yet, still trying to get a hold of him",en,kaggle
ham,Well good morning mr . Hows london treatin' ya treacle?,en,kaggle
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",en,kaggle
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,en,kaggle
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt"";#&gt;"" . Is there a way i could get that from you, till mid march when i hope to pay back.",en,kaggle
ham,Then u going ikea str aft dat?,en,kaggle
ham,¿Me puedes hacer un favor? Necesito que me expliques cómo va el Excel,es,synthetic_claude
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",en,kaggle
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",en,kaggle
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"""". When you were born"", GOD said,"" \""""OH No! COMPETITION\"""". Who knew"","" one day these two will become FREINDS FOREVER!""""",en,kaggle
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,en,kaggle
spam,Vodafone: Plan de datos agotado. Para navegar sin límites hasta fin de mes llame al 1444.,es,synthetic_claude
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,en,kaggle
ham,O. Guess they both got screwd,en,kaggle
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",en,kaggle
ham,Is ur paper in e morn or aft tmr?,en,kaggle
ham,Wot about on wed nite I am 3 then but only til 9!,en,kaggle
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",en,kaggle
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,en,kaggle
ham,"Hmph. Go head, big baller.",en,kaggle
ham,Ayuntamiento de Barcelona: Recuerde que este fin de semana hay restricciones de tráfico por la maratón.,es,synthetic_claude
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,en,kaggle
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,en,kaggle
ham,WHITE FUDGE OREOS ARE IN STORES,en,kaggle
ham,"Right on brah, see you later",en,kaggle
spam,Repsol: Ha ganado 50€ en carburante. Canjéelo antes del domingo: https://repsol-premio.net/canjear,es,synthetic_claude
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",en,kaggle
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,en,kaggle
ham,Good Morning my Dear........... Have a great &amp; successful day.,en,kaggle
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",en,kaggle
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,en,kaggle
ham,Need a coffee run tomo?Can't believe it's that time of week already,en,kaggle
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),en,kaggle
ham,&lt;#&gt;  am I think? Should say on syllabus,en,kaggle
ham,Hey leave it. not a big deal:-) take care.,en,kaggle
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,en,kaggle
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",en,kaggle
ham,Cab is available.they pick up and drop at door steps.,en,kaggle
ham,Now am free call me pa.,en,kaggle
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,en,kaggle
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,en,kaggle
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,en,kaggle
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,en,kaggle
ham,DGT: Su cita previa para canje de permiso de conducir está confirmada el 22/03 a las 11:00.,es,synthetic_claude
ham,Sent me ur email id soon,en,kaggle
ham,I'm working technical support :)voice process.,en,kaggle
ham,Jus finished avatar nigro,en,kaggle
ham,"Well, I meant as opposed to my drunken night of before",en,kaggle
ham,What happened to our yo date?,en,kaggle
ham,Will you come online today night,en,kaggle
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,en,kaggle
ham,"Tonight? Yeah, I'd be down for that",en,kaggle
ham,Gam gone after outstanding innings.,en,kaggle
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,en,kaggle
ham,Tell where you reached,en,kaggle
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,en,kaggle
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",en,kaggle
ham,"Could you not read me, my Love ? I answered you",en,kaggle
ham,I'm fine. Hope you are also,en,kaggle
ham,"She was supposed to be but couldn't make it, she's still in town though",en,kaggle
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",en,kaggle
ham,El Corte Inglés: Su pedido online ha sido procesado. Recibirá confirmación de envío en breve.,es,synthetic_claude
spam,Bankinter: Le informamos de un bloqueo preventivo. Verifique: https://bkinter-acceso.top/desbloquear,es,synthetic_claude
ham,* Will have two more cartons off u and is very pleased with shelves,en,kaggle
spam,Amazon busca gestores de pedidos en casa. 1.800€/mes + incentivos. Solicita más información.,es,synthetic_claude
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,en,kaggle
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",en,kaggle
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",en,kaggle
ham,As in different styles?,en,kaggle
spam,Seguridad Social: Aviso de cotización insuficiente para pensión. Contacte en el 901 16 65 65.,es,synthetic_claude
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,en,kaggle
ham,Yavnt tried yet and never played original either,en,kaggle
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,en,kaggle
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",en,kaggle
spam,McDonald's: ¡Premio especial! Comida gratis durante un año. Canjee su código: https://mcdonalds-año.xyz,es,synthetic_claude
ham,Am also doing in cbe only. But have to pay.,en,kaggle
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,en,kaggle
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,en,kaggle
spam,Amazon Logistics: Entrega fallida por ausencia. Responda VECINO si autoriza entrega a vecino.,es,synthetic_claude
ham,"I'm outside islands, head towards hard rock and you'll run into me",en,kaggle
ham,How come i din c Ì_... Yup i cut my hair...,en,kaggle
ham,I want to go to perumbavoor,en,kaggle
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,en,kaggle
ham,* You gonna ring this weekend or wot?,en,kaggle
ham,"I can probably come by, everybody's done around  &lt"";#&gt;""  right?",en,kaggle
spam,Empresa tecnológica busca testers en España. 800€/semana. Trabaja 2-3 horas diarias desde casa.,es,synthetic_claude
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,en,kaggle
ham,What about this one then.,en,kaggle
ham,Are u coming to the funeral home,en,kaggle
ham,Oops my phone died and I didn't even know. Yeah I like it better.,en,kaggle
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,en,kaggle
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,en,kaggle
ham,Yes. Rent is very expensive so its the way we save.,en,kaggle
ham,Serious? What like proper tongued her,en,kaggle
ham,Poor girl can't go one day lmao,en,kaggle
spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",en,kaggle
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,en,kaggle
ham,Don no da:)whats you plan?,en,kaggle
ham,Ok lor Ì_ reaching then message me.,en,kaggle
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",en,kaggle
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt"";#&gt;""  movie DOESNT inlude the previews. You're still getting in after 1.",en,kaggle
ham,I send the print  outs da.,en,kaggle
ham,Not..tel software name..,en,kaggle
ham,&lt;#&gt;  mins but i had to stop somewhere first.,en,kaggle
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,en,kaggle
ham,Lol yes. But it will add some spice to your day.,en,kaggle
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",en,kaggle
ham,Even my brother is not like to speak with me. They treat me like aids patent.,en,kaggle
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,en,kaggle
ham,Cause I'm not freaky lol,en,kaggle
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,en,kaggle
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,en,kaggle
spam,Correos: Tiene una carta certificada pendiente de recogida. Disponible en su oficina con DNI.,es,synthetic_claude
ham,R u in this continent?,en,kaggle
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",en,kaggle
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,en,kaggle
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,en,kaggle
ham,Why are u up so early?,en,kaggle
spam,Correos Express: Paquete internacional con tasas aduaneras. Llame al 902 197 197 para tramitarlo.,es,synthetic_claude
ham,"That's fine, I'll bitch at you about it later then",en,kaggle
ham,How come guoyang go n tell her? Then u told her?,en,kaggle
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,en,kaggle
ham,El examen ha ido fatal. Necesito hablar contigo.,es,synthetic_claude
ham,I gotta collect da car at 6 lei.,en,kaggle
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,en,kaggle
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",en,kaggle
ham,Aviso equipo: el servidor estará caído hoy de 14 a 16h por mantenimiento.,es,synthetic_claude
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,en,kaggle
ham,Not yet chikku..wat abt u?,en,kaggle
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,en,kaggle
ham,K.i did't see you.:)k:)where are you now?,en,kaggle
ham,Howz pain?hope u r fine..,en,kaggle
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,en,kaggle
ham,Yo im right by yo work,en,kaggle
spam,BBVA ALERTA: Transferencia de 1.200€ pendiente de confirmación. Cancele si no la reconoce: https://bbva-confirma.net,es,synthetic_claude
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""""""",en,kaggle
spam,DGT: Aviso de anulación de carnet por puntos. Recurra la decisión: https://dgt-puntos.net/recurrir,es,synthetic_claude
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",en,kaggle
ham,Waiting for your call.,en,kaggle
ham,How much are we getting?,en,kaggle
ham,"Alright we'll bring it to you, see you in like  &lt"";#&gt;""  mins",en,kaggle
ham,El WiFi de la oficina está cortado todo el día. Qué día más largo.,es,synthetic_claude
spam,Terapia online confidencial: psicólogo disponible 24/7. Primera sesión gratis. Sin lista de espera.,es,synthetic_claude
ham,Whom you waited for yesterday,en,kaggle
ham,I told that am coming on wednesday.,en,kaggle
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,en,kaggle
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,en,kaggle
ham,Still in the area of the restaurant. Ill try to come back soon,en,kaggle
ham,I need details about that online job.,en,kaggle
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,en,kaggle
ham,Customer place i will call you.,en,kaggle
ham,Can come my room but cannot come my house cos my house still messy... Haha...,en,kaggle
ham,Yes princess! I want to make you happy...,en,kaggle
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,en,kaggle
ham,"Sorry,  in meeting I'll call you later",en,kaggle
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,en,kaggle
ham,Get ready to put on your excellent sub face :),en,kaggle
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",en,kaggle
ham,Both :) i shoot big loads so get ready!,en,kaggle
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",en,kaggle
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",en,kaggle
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"""". . . But don't \""""DRIVE \""""""""",en,kaggle
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",en,kaggle
ham,"\Are you comingdown later?\""""""""",en,kaggle
ham,Dai what this da.. Can i send my resume to this id.,en,kaggle
ham,She ran off with a younger man. we will make pretty babies together :),en,kaggle
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,en,kaggle
ham,You bad girl. I can still remember them,en,kaggle
ham,"Omw back to tampa from west palm, you hear what happened?",en,kaggle
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,en,kaggle
ham,ING Direct: Aviso: ha superado el límite de traspasos gratuitos mensuales.,es,synthetic_claude
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,en,kaggle
ham,Nope. Meanwhile she talk say make i greet you.,en,kaggle
ham,"Its ok chikku, and its my 1 of favourite song..:-)",en,kaggle
ham,Aight well keep me informed,en,kaggle
ham,Thank You meet you monday,en,kaggle
spam,MRW: Su paquete lleva 3 días sin ser reclamado. Evite su devolución: https://mrw-reclamar.net/paquete,es,synthetic_claude
ham,Good night my dear.. Sleepwell&amp;Take care,en,kaggle
ham,"Nope. Since ayo travelled, he has forgotten his guy",en,kaggle
ham,You still at the game?,en,kaggle
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,en,kaggle
ham,If you r @ home then come down within 5 min,en,kaggle
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",en,kaggle
ham,"(No promises on when though, haven't even gotten dinner yet)",en,kaggle
ham,Yar but they say got some error.,en,kaggle
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,en,kaggle
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,en,kaggle
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",en,kaggle
ham,Spoons it is then okay?,en,kaggle
ham,Normally i use to drink more water daily:),en,kaggle
ham,Great! How is the office today?,en,kaggle
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),en,kaggle
ham,Nah im goin 2 the wrks with j wot bout u?,en,kaggle
ham,Hi..i got the money da:),en,kaggle
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",en,kaggle
ham,You can jot down things you want to remember later.,en,kaggle
ham,Lemme know when you're here,en,kaggle
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",en,kaggle
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,en,kaggle
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",en,kaggle
ham,See? I thought it all through,en,kaggle
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,en,kaggle
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",en,kaggle
ham,At what time are you coming.,en,kaggle
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",en,kaggle
spam,Spotify: Suscripción premium cancelada. Para reactivarla: https://spotify-premium.xyz/reactivar,es,synthetic_claude
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,en,kaggle
ham,I'm not sure if its still available though,en,kaggle
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,en,kaggle
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""""""",en,kaggle
ham,Pls dont restrict her from eating anythin she likes for the next two days.,en,kaggle
ham,Ranjith cal drpd Deeraj and deepak 5min hold,en,kaggle
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",en,kaggle
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,en,kaggle
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,en,kaggle
ham,R Ì_ comin back for dinner?,en,kaggle
ham,"Sorry, went to bed early, nightnight",en,kaggle
ham,Well. You know what i mean. Texting,en,kaggle
ham,I want to lick your pussy now...,en,kaggle
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,en,kaggle
ham,"And that is the problem. You walk around in \julianaland\"""" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""""",en,kaggle
